id,text,E,S,G,non_ESG
11038,We stand behind the integrity of our products with the LKQ Parts Replacement Promise.,0,0,0,1
11039,The indexation is maximised by: i) the general increase granted to the wider workforce; and ii) the derived CPI applicable over the previous year.,0,1,0,0
11040,I felt the power of the Dana family and the depth of our team’s character as we managed through the operational challenges of the pandemic with more than temporarily idled to slow the spread.,0,1,0,0
11041,"For our preserving food and food production and/or health products, we also assessed the impact of our solutions on the end-user.",0,1,0,0
11042,Health Services continues to develop the Active Living Toolkit to assist ‘wellness champions’ across the company to develop and administer a physical activity or health challenge.,0,1,0,0
11043,"For a second consecutive year, submitted an annual conflict minerals reporting template.",0,0,0,1
11044,Ford Credit’s interest rate risk management objective is to reduce volatility in its cash flows and volatility in its economic value from changes in interest rates based on an established risk tolerance that may vary by market.,0,0,0,1
11045,"We may fail to meet expectations relatinll g to envirovv nmental, socialii ,ll and governance standardsdd and practices.",0,0,0,1
11046,"A Message from Our CEO Operating	responsibly	as	good	corporate	 citizens,	we	do	business	in	a	way	that	reflects	 the	very	best	of	Illumina	and	honors	the	trust	that	 patients, our	employees,	customers,	community,	 and	shareholders	put	in	us.",0,0,0,1
11047,"With regard to bad loans, the analytical-statistical measurement is based on the Bad Loan LGD grids, where the LGD Defaulted Asset model is mainly characterised by the differentiation of the loss rates that, in addition to the regulatory segment, is based on the continuation in the risk status (“vintage”) and the possible activation of legal recovery proceedings.",0,0,0,1
11048,We participate in the U.S. Environmental Protection Agency’s SmartWay® program to collect and report greenhouse gas emissions data from corporate supply chains.,0,0,0,1
11049,"We originate one to four family mortgage loans, multifamily loans, commercial real estate loans, commercial business loans and construction loans.",0,1,0,0
11050,and Education Programs Prudential has consistently invested in building an inclusive culture and climate across the enterprise.,0,0,0,1
11051,"For purposes of calculating any Interest Coverage Ratio, (on the Collateral Interests and Eligible Investments and the expected interest payable on the Offered Notes shall be calculated using the interest rates applicable thereto on the applicable Measurement Date, (2) accrued original issue discount on Eligible Investments shall be deemed to be a scheduled interest payment thereon due on the date such original issue discount is scheduled to be paid, (3) there shall be excluded all scheduled or deferred payments of interest on or principal of Collateral Interests and any payment that the Collateral Manager has determined in its reasonable judgment shall not be made in Cash or received when due and (4) with respect to any Collateral Interest as to which any interest or other payment thereon is subject to withholding tax of any relevant jurisdiction, each payment thereon shall be deemed to be payable net of such withholding tax unless the related borrower is required to make additional payments to fully compensate the Issuer for such withholding taxes (including in respect of any such additional payments).",0,0,1,0
